startT,endT,startT_sec,endT_sec,duration,interval,interface,reason,route
2016 Mar 22 18:38:02,2016 Mar 22 18:38:02,1458671882.0,1458671882.0,0.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:38:02,2016 Mar 22 18:38:34,1458671882.0,1458671914.0,32.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:38:34,2016 Mar 22 18:43:31,1458671914.0,1458672211.0,297.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:43:31,2016 Mar 22 18:45:18,1458672211.0,1458672318.0,107.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:45:18,2016 Mar 22 18:51:16,1458672318.0,1458672676.0,358.0,0.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:51:16,2016 Mar 22 18:53:46,1458672676.0,1458672826.0,150.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 18:53:46,2016 Mar 22 19:05:36,1458672826.0,1458673536.0,710.0,0.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 19:05:36,2016 Mar 22 19:27:35,1458673536.0,1458674855.0,1319.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 19:27:35,2016 Mar 22 19:32:18,1458674855.0,1458675138.0,283.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 19:32:18,2016 Mar 22 19:33:33,1458675138.0,1458675213.0,75.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 19:33:33,2016 Mar 22 19:49:51,1458675213.0,1458676191.0,978.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 19:49:51,2016 Mar 22 19:49:51,1458676191.0,1458676191.0,0.0,0.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 19:49:52,2016 Mar 22 19:51:10,1458676192.0,1458676270.0,78.0,1.0,2/2,link down,SouthRoute_TPE_CHI_TpeMLXe4
2016 Mar 22 19:51:10,2016 Mar 22 20:04:02,1458676270.0,1458677042.0,772.0,0.0,2/2,local fault,SouthRoute_TPE_CHI_TpeMLXe4
